Location,Price,Size,Bedrooms,Bathrooms,Basement,Furnished,Roommates,AC,Washer/Dryer,Cats OK,Dogs OK,Date Posted,Title,URL,Listing ID
New Westminster,2850,782,2,2,0,0,0,0,1,1,1,2024-09-24,Furnished 2 bed/2 bath apartment near Douglas College,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-furnished-bed-bath/7787810948.html,7787810948
New Westminster,2800,1000,2,1.5,0,0,0,0,0,0,0,2024-10-10,NEW WESTMINSTER 2 BEDROOM 1.5 BATHROOM available on November 1st,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-new-westminster-bedroom/7792331075.html,7792331075
New Westminster,2800,1000,2,1.5,0,0,0,0,1,0,0,2024-10-21,Queenborough New Westminster - Two Bedroom Suite,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-southwest-queenborough/7795459010.html,7795459010
New Westminster,2695,665,2,1,0,0,0,0,1,0,0,2024-10-16,Charming Two Bedroom W/River View,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-charming-two-bedroom/7793999571.html,7793999571
New Westminster,2600,575,1,1,0,1,0,1,1,0,0,2024-10-09,"Modern 1 Bed, 1 Bath with City Views and Air Conditioning plus Easy Se",https://vancouver.craigslist.org/bnc/apa/d/new-westminster-modern-bed-bath-with/7791979346.html,7791979346
New Westminster,2495,625,1,1,0,0,0,0,1,0,0,2024-10-06,Charming & Dreamy One Bedroom Townhouse W/Private Entrance,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-charming-dreamy-one/7791158761.html,7791158761
New Westminster,2455,467,1,1,0,0,0,0,1,0,0,2024-10-05,Bright & Neat One Bedroom on 23rd Floor,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-bright-neat-one-bedroom/7790863033.html,7790863033
New Westminster,2445,622,1,1,0,0,0,0,1,0,0,2024-10-02,MOVE IN BONUS - Capacious One Bedroom in Great Location,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-move-in-bonus-capacious/7790093628.html,7790093628
New Westminster,2400,583,1,1,0,0,0,1,1,0,0,2024-10-21,Brand New Elegant Spacious 1 Bed 1 Bath at Pier West-Available NOW,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-southwest-brand-new/7795461010.html,7795461010
New Westminster,2375,523,1,1,0,0,0,0,1,0,0,2024-10-01,"Move In Incentives, Comfortable One Bed, Close to Transit, Shops",https://vancouver.craigslist.org/bnc/apa/d/new-westminster-comfortable-one-bedroom/7789741578.html,7789741578
New Westminster,2350,550,1,1,0,1,0,0,1,0,0,2024-10-22,"Furnished private, 1 bed suite. Great location!",https://vancouver.craigslist.org/bnc/apa/d/new-westminster-furnished-private-bed/7795519117.html,7795519117
New Westminster,2175,420,0,1,0,0,0,0,1,0,0,2024-10-20,Bright & Comfortable Studio - Move In Incentives Available.,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-bright-comfortable/7795014985.html,7795014985
New Westminster,2165,404,0,1,0,0,0,0,1,0,0,2024-10-07,Immediate Move In Incentive - Cozy Studio W/River View,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-immediate-move-in/7791502866.html,7791502866
New Westminster,1900,670,1,1,0,0,0,0,1,1,0,2024-10-16,BRAND NEW BEAUTIFUL 1 BEDROOM- FIRST MONTH FREE RENT-NOVEMBER 1ST,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-southwest-brand-new/7793986034.html,7793986034
New Westminster,1750,885,1,1,0,0,0,1,1,0,0,2024-10-16,New Apartment - Furnished 1 Bd with Private Bathroom,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-new-apartment-furnished/7794010019.html,7794010019
New Westminster,1250,1206,1,1,0,0,0,1,1,0,0,2024-10-06,Bosa Pier West BRAND NEW Condo shared rooms,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-bosa-pier-west-brand/7791140477.html,7791140477
North Vancouver,9995,3000,3,2.5,0,1,0,0,1,0,0,2024-10-07,Incredible 3 Bedroom Luxury House with 2 Fireplaces and Sprawling Desi,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-incredible-bedroom/7791319006.html,7791319006
North Vancouver,6900,2500,4,2,0,1,0,1,1,0,0,2024-10-05,MONTROYAL FAMILY HOME,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-montroyal-family-home/7790899886.html,7790899886
North Vancouver,5500,2200,4,3,0,0,0,0,1,0,0,2024-10-21,Totally Renovated,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-totally-renovated/7795460426.html,7795460426
North Vancouver,4995,1900,3,3,1,0,0,0,1,0,0,2024-10-10,"3 Bedrooms 3 Bathrooms Duplex House in Central Lonsdale, North Van",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bedrooms-bathrooms/7792335552.html,7792335552
North Vancouver,4995,1900,3,2.5,1,0,0,0,1,0,0,2024-10-10,Bright 3 Bed 3 Bath 2 Story House in Central Lonsdale North Vancouver,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bright-bed-bath-story/7792336252.html,7792336252
North Vancouver,4995,1900,3,3,1,0,0,0,0,0,0,2024-10-10,Bright 2 Story 3 Bedrooms 3 Bathrooms Duplex House in Central Lonsdale,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bright-story-bedrooms/7792336353.html,7792336353
North Vancouver,4800,1888,3,2.5,0,0,0,0,1,1,1,2024-10-22,(UniqueAccommodations.com) ID:5161 Warm and Bright Family home in West,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-uniqueaccommodationscom/7795591717.html,7795591717
North Vancouver,4500,990,2,2,0,1,0,0,1,0,0,2024-10-22,Lynn Valley 2 Bed 2 Bath Condo for Rent,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-lynn-valley-bed-bath/7795472328.html,7795472328
North Vancouver,4195,854,2,2,0,1,0,0,1,0,0,2024-10-13,"Cozy 2 Bed, 2 Bath with Mountain Views and Office Den",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-cozy-bed-bath-with/7793154258.html,7793154258
North Vancouver,4000,920,2,1,0,0,0,0,1,1,1,2024-10-21,"2-Bedroom, 1-Bath House for rent in Seymour area!",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bedroom-bath-house-for/7795461119.html,7795461119
North Vancouver,3700,0769,2,2,0,0,0,0,1,1,1,2024-10-22,NEW  2 bedroom 2 bathroom CONDO LOLO,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-southwest-new-bedroom/7795612084.html,7795612084
North Vancouver,3500,922,2,2,0,0,0,0,1,0,0,2024-10-22,|SYCAMOREPM.ca| Stunning 2 bed 2 bath in the heart of Lynn Valley,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-sycamorepmca-stunning/7795516274.html,7795516274
North Vancouver,3495,1000,2,1,0,0,0,0,1,1,0,2024-10-20,24 Foot Vaulted Ceilings with skylights!,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-24-foot-vaulted/7794992358.html,7794992358
North Vancouver,3450,970,2,2,0,0,0,0,1,0,0,2024-10-07,Beautiful 2 Bedroom apartment at 16th & Lonsdale astvaiable November!,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-beautiful-bedroom/7791350220.html,7791350220
North Vancouver,3350,737,1,1,0,0,0,1,1,0,0,2024-10-15,"Cozy 1 Bedroom, 1 Bath with Balcony",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-cozy-bedroom-bath-with/7793617247.html,7793617247
North Vancouver,3285,777,2,2,0,0,0,0,1,0,0,2024-10-21,"RENOVATED - 2 Bed, 2 Bath, VENTANA - Heat Included - 10th floor",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-renovated-bed-bath/7795465087.html,7795465087
North Vancouver,3200,780,2,2,0,0,0,0,1,1,1,2024-10-08,LOWER CAPILANO WALK-OUT,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-lower-capilano-walk-out/7791614337.html,7791614337
North Vancouver,3195,800,2,1,0,1,0,0,1,0,0,2024-10-07,"Cozy 2 Bed, 1 Bath with Office Area and Granite Counter Tops",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-cozy-bed-bath-with/7791364011.html,7791364011
North Vancouver,2995,680,1,1,0,1,0,1,1,0,0,2024-10-05,North Vancouver Condo - 1 Bed & Den - 1 Bath West-Facing Suite,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-north-vancouver-condo/7790808584.html,7790808584
North Vancouver,2995,800,1,1,0,1,0,1,0,0,0,2024-10-21,"Cozy 1 Bed, 1 Bath with Mountain Views and Private Pool",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-cozy-bed-bath-with/7795466311.html,7795466311
North Vancouver,2950,500,1,1,0,0,0,0,1,1,1,2024-10-04,1 bed plus DEN waterview Lower Lonsdale,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-southwest-bed-plus-den/7790687546.html,7790687546
North Vancouver,2800,580,1,1,0,0,0,0,1,1,1,2024-09-24,FIRST MONTH 50%- Amazing Location - One (1) Bedroom @Local On Lonsdale,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-first-month-50-amazing/7787807266.html,7787807266
North Vancouver,2700,1022,2,2,0,0,0,0,0,0,0,2024-10-22,(UniqueAccommodations.com) ID:5120 LOWER LONSDALE 2 bed 2 bath condo,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-uniqueaccommodationscom/7795590965.html,7795590965
North Vancouver,2665,495,1,1,0,1,0,0,1,0,0,2024-10-22,Beautiful 1 Bdr Apartment in Central Lonsdale,https://vancouver.craigslist.org/van/apa/d/north-vancouver-beautiful-bdr-apartment/7795587973.html,7795587973
North Vancouver,2650,550,1,1,0,1,0,0,1,1,1,2024-10-22,NEW CONDO 1 Bedroom & DEN 1 Bath Lower Lonsdale,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-southwest-new-condo/7795614195.html,7795614195
North Vancouver,2650,650,1,1,0,0,0,1,1,0,0,2024-10-22,(UniqueAccommodations.com) ID:5258 Beautiful Unfurnished 1 bed,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-uniqueaccommodationscom/7795591231.html,7795591231
North Vancouver,2570,850,2,1,0,0,0,0,0,0,0,2024-10-10,WOW! Beautifully renovated 2-bedroom corner unit just off Lonsdale!,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-wow-beautifully/7792176273.html,7792176273
North Vancouver,2565,495,1,1,0,1,0,0,1,1,1,2024-10-22,Beautiful 1 Bdr Apartment in Central Lonsdale - Pet Friendly,https://vancouver.craigslist.org/van/apa/d/north-vancouver-beautiful-bdr-apartment/7795586528.html,7795586528
North Vancouver,2550,500,1,1,0,1,0,0,1,1,1,2024-10-04,1 bdrm  New Building North Vancouver,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-southwest-bdrm-new/7790523223.html,7790523223
North Vancouver,2550,500,1,1,0,1,0,1,1,1,1,2024-10-18,SHIPYARDS FURNISHED SUITE,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-shipyards-furnished/7794663436.html,7794663436
North Vancouver,2548,650,1,1,0,1,0,0,1,0,0,2024-10-08,Top Quality Stunning Furnished Garden Suite in North Van #620,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-top-quality-stunning/7791526383.html,7791526383
North Vancouver,2487,810,2,1,0,0,0,0,0,0,0,2024-10-22,Bright & Spacious 2 Bedroom - Great Location,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bright-spacious-bedroom/7795571508.html,7795571508
North Vancouver,2225,700,1,1,0,0,0,0,0,0,0,2024-10-16,Completely Renovated 1 bed in the heart of Lonsdale!,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-completely-renovated/7793871739.html,7793871739
North Vancouver,2190,400,1,1,1,0,0,0,1,0,1,2024-10-21,Pet Friendly,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-pet-friendly/7795466346.html,7795466346
North Vancouver,2050,550,1,1,1,1,0,1,1,0,0,2024-10-21,Fully Renovated & Furnished suite,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-fully-renovated/7795462048.html,7795462048
North Vancouver,1900,500,1,1,1,0,0,0,1,0,0,2024-10-10,one bedroom basement unit for rent,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-one-bedroom-basement/7792194702.html,7792194702
Pitt Meadows,2150,791,1,1,0,0,0,0,1,0,0,2024-10-15,Solaris at Meadows Gate Village - The One Plus Den on Quiet Side,https://vancouver.craigslist.org/pml/apa/d/pitt-meadows-solaris-at-meadows-gate/7793613988.html,7793613988
Port Moody,2545,760,2,2,0,0,0,0,1,0,0,2024-10-18,"2/BD 2/BA, Port Moody BC, Condo Style Finishes, Water included",https://vancouver.craigslist.org/pml/apa/d/port-moody-bd-ba-port-moody-bc-condo/7794641864.html,7794641864
Port Moody,2325,634,1,1,0,0,0,0,1,0,0,2024-10-12,"1B 1Ba Great Location, Condo Style Features, Free Compass Card!",https://vancouver.craigslist.org/pml/apa/d/port-moody-1b-1ba-great-location-condo/7792741054.html,7792741054
Port Moody,2295,634,1,1,0,0,0,0,1,0,0,2024-10-18,"1B 1Ba, Condo Style, Open Space, 100% Smoke-Free, 3 Elevators",https://vancouver.craigslist.org/pml/apa/d/port-moody-1b-1ba-condo-style-open/7794495626.html,7794495626
Port Moody,2285,619,1,1,0,0,0,0,1,0,0,2024-10-12,"1B 1Ba Great Location, Modern Finishes, All Appliances Including W/D!",https://vancouver.craigslist.org/pml/apa/d/port-moody-1b-1ba-great-location-modern/7792702963.html,7792702963
Port Moody,2095,634,1,1,0,0,0,0,1,0,0,2024-09-26,Modern 1BR/In suite laundry/SS appliances/Vinyl flooring/Roller blinds,https://vancouver.craigslist.org/pml/apa/d/port-moody-modern-1br-in-suite-laundry/7788216198.html,7788216198
Port Moody,2000,800,2,1,0,0,0,1,1,0,0,2024-10-05,New Reno 2 Beds 1 Bath ground floor suite for rent in Port Moody,https://vancouver.craigslist.org/pml/apa/d/port-moody-new-reno-beds-bath-ground/7790915898.html,7790915898
Richmond,9525,4200,4,4.5,0,1,0,1,1,1,1,2024-10-15,Luxurious 4 Bedroom Mansion with Home Theatre and Office Space in Tran,https://vancouver.craigslist.org/rch/apa/d/richmond-luxurious-bedroom-mansion-with/7793619648.html,7793619648
Richmond,6500,3300,5,5,0,1,0,1,1,0,0,2024-10-17,Richmond West  whole house with air condition,https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-west-whole-house-with/7794104812.html,7794104812
Richmond,4200,930,2,2,0,1,0,0,1,0,0,2024-10-22,Spacious two bedroom in good location for rent,https://vancouver.craigslist.org/rch/apa/d/richmond-spacious-two-bedroom-in-good/7795589074.html,7795589074
Richmond,4200,1000,3,2,0,0,0,0,1,0,0,2024-10-14,3 bedroom 2 bathroom 11F Apartment Richmond near No. 3 Skytrain,https://vancouver.craigslist.org/rch/apa/d/richmond-bedroom-bathroom-11f-apartment/7793473245.html,7793473245
Richmond,4180,1994,4,2.5,0,0,0,0,1,1,1,2024-10-07,4 Bed 3 Bath House Richmond Terra Nova No.1,https://vancouver.craigslist.org/rch/apa/d/richmond-west-bed-bath-house-richmond/7791414821.html,7791414821
Richmond,4100,1650,3,3,0,0,0,0,1,1,1,2024-10-12,Whole house for rent pet friendly,https://vancouver.craigslist.org/rch/apa/d/richmond-whole-house-for-rent-pet/7792917849.html,7792917849
Richmond,3900,1116,3,2,0,1,0,0,1,0,0,2024-10-21,Spacious 3 bedroom near Richmond Hospital,https://vancouver.craigslist.org/rch/apa/d/richmond-spacious-bedroom-near-richmond/7795461604.html,7795461604
Richmond,3880,1200,3,1.5,0,0,0,1,1,0,0,2024-10-19,1 Year New 3 Bedroom  AC TOWNHOUSE AT  9580Granville,https://vancouver.craigslist.org/rch/apa/d/richmond-year-new-bedroom-ac-townhouse/7794924143.html,7794924143
Richmond,3700,1400,3,2,0,0,0,0,1,1,1,2024-10-22,FRENCH FARMHOUSE PET FRIENDLY 3 BEDS + 2 BATHS IN RICHMOND,https://vancouver.craigslist.org/rch/apa/d/richmond-french-farmhouse-pet-friendly/7795479320.html,7795479320
Richmond,3600,1300,2,1,0,1,0,0,1,0,0,2024-10-08,Richmond house 2B1B for rent,https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-house-2b1b-for-rent/7791794775.html,7791794775
Richmond,3300,1316,3,2,0,0,0,0,1,0,0,2024-09-24,Spacious Steveston - 3 bed - 2 bath - Upstairs suite,https://vancouver.craigslist.org/rch/apa/d/richmond-southwest-spacious-steveston/7787791212.html,7787791212
Richmond,3300,600,1,1,0,1,0,0,1,0,0,2024-10-22,Furnished one bedroom closed Richmond center,https://vancouver.craigslist.org/rch/apa/d/richmond-furnished-one-bedroom-closed/7795584300.html,7795584300
Richmond,3300,1352,3,2,0,0,0,0,1,0,0,2024-10-05,Single house located in heart Richmond for rent with big yard,https://vancouver.craigslist.org/rch/apa/d/richmond-single-house-located-in-heart/7790913926.html,7790913926
Richmond,3100,820,2,2,0,0,0,1,1,0,0,2024-10-11,2 bedroom central Richmond apartment at Brighouse Station,https://vancouver.craigslist.org/rch/apa/d/richmond-bedroom-central-richmond/7792626557.html,7792626557
Richmond,3100,870,2,2,0,0,0,1,1,0,0,2024-10-15,2 bed + den apartment in Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-bed-den-apartment-in-richmond/7793709489.html,7793709489
Richmond,3080,830,2,2,0,0,0,1,1,1,1,2024-10-16,Two Bed Two Bath Two Parking Alexandra Court / Walmart Richmond w A/C,https://vancouver.craigslist.org/rch/apa/d/richmond-two-bed-two-bath-two-parking/7793770855.html,7793770855
Richmond,3000,840,2,2,0,1,0,1,1,0,0,2024-10-15,Richmond Odlin  Bright and wide 2-bdm  condo Available NOW,https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-odlin-bright-and-wide/7793630727.html,7793630727
Richmond,2950,1350,2,1.5,0,0,0,0,1,1,0,2024-09-26,"SPACIOUS, CAT-FRIENDLY 2 LEVEL UNIT FOR RENT",https://vancouver.craigslist.org/rch/apa/d/richmond-spacious-cat-friendly-level/7788323305.html,7788323305
Richmond,2900,1056,2,2,0,1,0,0,1,0,0,2024-10-21,Furnished 2 bed 2 bath in Central Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-furnished-bed-bath-in-central/7795459235.html,7795459235
Richmond,2750,853,2,1,0,1,0,0,1,0,0,2024-10-11,Richmond 2 bedroom furnished condo for rent!,https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-bedroom-furnished/7792658821.html,7792658821
Richmond,2680,800,2,1,0,0,0,0,1,0,0,2024-10-02,New Renovated 2 Bedroom Suite with Separate Entry in Richmond Seafair,https://vancouver.craigslist.org/rch/apa/d/richmond-new-renovated-bedroom-suite/7790054903.html,7790054903
Richmond,2650,640,1,1,0,1,0,1,1,1,1,2024-09-24,1 Bed Concrete Condo For Rent By Concord Pacific,https://vancouver.craigslist.org/rch/apa/d/richmond-bed-concrete-condo-for-rent-by/7787782301.html,7787782301
Richmond,2600,618,1,1,0,0,0,0,1,0,0,2024-09-25,1 Bedroom & Den for rent,https://vancouver.craigslist.org/rch/apa/d/richmond-bedroom-den-for-rent/7787828481.html,7787828481
Richmond,2550,588,1,1,0,1,0,0,1,0,0,2024-10-22,Just Listed! Luxurious Suite in Prime Richmond Location,https://vancouver.craigslist.org/rch/apa/d/richmond-just-listed-luxurious-suite-in/7795567679.html,7795567679
Richmond,2550,511,1,1,0,0,0,0,1,0,0,2024-09-22,1br in Heart of Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-1br-in-heart-of-richmond/7787206859.html,7787206859
Richmond,2500,570,1,1,0,0,0,1,1,0,0,2024-10-09,Beautiful 1BR hardwood floor condo with AC located in RMD,https://vancouver.craigslist.org/rch/apa/d/richmond-west-beautiful-1br-hardwood/7792076146.html,7792076146
Richmond,2400,630,1,1,0,0,0,0,0,1,0,2024-10-20,RESIDE - 1 BED + 1 BATH + INSUITE STORAGE + 1 PARKING IN RICHMOND,https://vancouver.craigslist.org/rch/apa/d/richmond-reside-bed-bath-insuite/7794933421.html,7794933421
Richmond,2200,750,2,1,0,0,0,0,1,0,0,2024-09-24,2 bdr 1full bth  garden suite,https://vancouver.craigslist.org/rch/apa/d/richmond-south-bdr-1full-bth-garden/7787714357.html,7787714357
Richmond,2000,450,1,1,0,0,0,0,1,0,0,2024-10-14,Private Second-Floor 1-Bedroom Suite for Rent with Separate Entrance,https://vancouver.craigslist.org/rch/apa/d/richmond-private-second-floor-bedroom/7793382327.html,7793382327
Richmond,1980,400,1,1,0,0,0,1,1,0,0,2024-10-22,1 Bed 1 Bath Newly Renovated Suite Richmond Steveston w A/C,https://vancouver.craigslist.org/rch/apa/d/richmond-southwest-bed-bath-newly/7795473808.html,7795473808
Surrey,7000,4000,6,6,0,1,0,0,1,1,1,2024-10-21,"South Surrey / White Rock Hazelmere Acreage Home – 6 Bed, 6 Bath",https://vancouver.craigslist.org/rds/apa/d/surrey-south-surrey-white-rock/7795465608.html,7795465608
Surrey,4800,3937,4,3.5,0,0,0,0,1,0,0,2024-10-17,Beautiful Spacious 4Brs+3.5 Bath+Den Whole House@BELL PARK ESTATES,https://vancouver.craigslist.org/rds/apa/d/surrey-beautiful-spacious-4brs35/7794242579.html,7794242579
Surrey,4750,3827,4,3,0,0,0,0,1,0,0,2024-09-30,Beautiful Spacious 4Brs+3Bath+Den Whole House@Elgin Chantrell,https://vancouver.craigslist.org/rds/apa/d/surrey-beautiful-spacious-4brs3bathden/7789460779.html,7789460779
Surrey,4599,2600,4,3.5,0,0,0,1,1,0,0,2024-10-22,4 Bed South Surrey Whole House in Morgan Creek w/AC & Hot Tub for rent,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-south-surrey-whole-house-in/7795475599.html,7795475599
Surrey,4495,14000,4,3,0,0,0,0,1,0,0,2024-10-05,Luxurious Fully Renovated Rancher in Cloverdale – Spacious and Private,https://vancouver.craigslist.org/rds/apa/d/surrey-east-luxurious-fully-renovated/7790824700.html,7790824700
Surrey,4495,4600,4,4.5,0,1,0,1,1,0,0,2024-10-09,"Spacious 4 Bed, 4.5 Bath with Private Garden and Fireplace plus Air Co",https://vancouver.craigslist.org/rds/apa/d/surrey-spacious-bed-45-bath-with/7791980062.html,7791980062
Surrey,4000,2447,3,2,0,1,0,0,1,1,1,2024-09-23,Crescent Beach House for Rent by Hugh & McKinnon (PID 7725),https://vancouver.craigslist.org/rds/apa/d/surrey-crescent-beach-house-for-rent-by/7787404898.html,7787404898
Surrey,3980,2210,4,3.5,0,1,0,1,0,0,0,2024-10-21,South Surrey Special Like New 4 Bedroom 4 Bath Townhouse for Rent,https://vancouver.craigslist.org/rds/apa/d/surrey-south-surrey-special-like-new/7795470560.html,7795470560
Surrey,3795,1700,3,2.5,0,1,0,0,1,0,0,2024-10-13,"Luxurious 3 Bed, 2.5 Bath Townhome with Private Rooftop Deck",https://vancouver.craigslist.org/rds/apa/d/surrey-luxurious-bed-25-bath-townhome/7793033069.html,7793033069
Surrey,3650,2385,4,3.5,1,0,0,0,1,0,0,2024-10-18,"Beautiful 4 Bedroom, 3.5 Bathroom Townhouse",https://vancouver.craigslist.org/rds/apa/d/surrey-beautiful-bedroom-35-bathroom/7794525086.html,7794525086
Surrey,3600,1750,4,3.5,0,1,0,1,1,0,0,2024-10-21,Spacious Corner Townhouse 4BR + 3.5BA in Grandview South Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-east-spacious-corner-townhouse/7795470232.html,7795470232
Surrey,3600,1642,3,2,0,0,0,1,1,1,1,2024-10-21,Entire house for rent,https://vancouver.craigslist.org/rds/apa/d/surrey-entire-house-for-rent/7795460437.html,7795460437
Surrey,3450,1282,3,2,0,0,0,0,1,1,1,2024-09-23,Townhouse in South Surrey for Rent by Hugh & McKinnon (PID 3-2429),https://vancouver.craigslist.org/rds/apa/d/surrey-townhouse-in-south-surrey-for/7787410596.html,7787410596
Surrey,3300,1545,4,3.5,0,0,0,0,1,0,0,2024-10-17,Modern Surrey Fleetwood Village 4 Bed and 3 Bath Large townhouse,https://vancouver.craigslist.org/rds/apa/d/surrey-modern-surrey-fleetwood-village/7794271296.html,7794271296
Surrey,3195,1200,3,1,0,1,0,0,1,1,1,2024-10-07,3 Bed 1 Bath Fourplex Townhouse with Beautiful Yard,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-bath-fourplex-townhouse-with/7791366905.html,7791366905
Surrey,3080,1500,3,3,0,0,0,0,1,1,1,2024-10-07,3 Bed 3 Bath Townhouse South Surrey Morgan Crossing,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-bath-townhouse-south-surrey/7791397615.html,7791397615
Surrey,3000,1350,3,2.5,0,0,0,0,1,1,0,2024-09-26,3bed + Den / 2.5 Bath Grandview Heights Townhouse,https://vancouver.craigslist.org/rds/apa/d/surrey-3bed-den-25-bath-grandview/7788274947.html,7788274947
Surrey,3000,757,2,1,0,0,0,1,1,0,0,2024-10-02,Condo in Surrey for Rent by Hugh & McKinnon (PID 3-2421),https://vancouver.craigslist.org/rds/apa/d/surrey-south-condo-in-surrey-for-rent/7789904648.html,7789904648
Surrey,3000,1352,3,2.5,0,0,0,0,0,1,1,2024-10-09,3beds+3baths Townhouse in White Rock,https://vancouver.craigslist.org/rds/apa/d/surrey-3beds3baths-townhouse-in-white/7791978739.html,7791978739
Surrey,3000,850,2,2,0,0,0,1,1,0,0,2024-10-21,BRAND NEW 2 BED/2BATH APARTMENT AT THE LUXURIOUS MELROSE,https://vancouver.craigslist.org/rds/apa/d/surrey-brand-new-bed-2bath-apartment-at/7795464626.html,7795464626
Surrey,2995,1498,3,2.5,0,0,0,0,1,0,0,2024-10-02,"Beautiful, bright 3 BR Family Townhouse @ Sullivan Station / Surrey",https://vancouver.craigslist.org/rds/apa/d/surrey-beautiful-bright-br-family/7789840365.html,7789840365
Surrey,2850,1465,2,2,0,0,0,0,1,0,0,2024-10-19,Modern South Surrey 2 beds/2 full bath plus a den townhouse,https://vancouver.craigslist.org/rds/apa/d/surrey-modern-south-surrey-beds-full/7794894928.html,7794894928
Surrey,2800,879,2,2,0,1,0,1,1,0,0,2024-10-22,2 Bed 2 Bath Apartment at University District in Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-bath-apartment-at-university/7795593841.html,7795593841
Surrey,2750,800,2,2,0,0,0,1,1,0,0,2024-10-22,Spacious 2BR/2BA Condo with Modern Amenities,https://vancouver.craigslist.org/rds/apa/d/surrey-north-spacious-2br-2ba-condo/7795575065.html,7795575065
Surrey,2700,970,2,2,0,0,0,0,1,0,0,2024-10-09,2 Bedroom 2 Bathroom,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-bathroom/7791973722.html,7791973722
Surrey,2700,1332,2,1.5,0,1,0,1,1,0,0,2024-10-06,fleetwood park 2bdrm 1.5bthrm,https://vancouver.craigslist.org/rds/apa/d/surrey-fleetwood-park-2bdrm-15bthrm/7791202948.html,7791202948
Surrey,2695,650,2,1,0,1,0,0,1,0,0,2024-10-21,"Stylish 2 Bed, 1 Bath with City Views and Balcony",https://vancouver.craigslist.org/rds/apa/d/surrey-stylish-bed-bath-with-city-views/7795465690.html,7795465690
Surrey,2600,771,2,2,0,1,0,0,1,0,0,2024-10-06,Surrey Furnished 2 BED 2 BATH Condo near King George Station,https://vancouver.craigslist.org/rds/apa/d/vancouver-surrey-furnished-bed-bath/7791046471.html,7791046471
Surrey,2600,911,2,2,0,1,0,0,1,0,0,2024-09-23,Condo in South Surrey for Rent by Hugh & McKinnon (PID 7746),https://vancouver.craigslist.org/rds/apa/d/surrey-condo-in-south-surrey-for-rent/7787404842.html,7787404842
